SaleID,Date,ProductID,CustomerID,EmployeeID,BranchID,Qty,UnitPrice,Discount,PaymentMethod,DeliveryType,Rating
25135,1/28/2023,168,3300,261,8,1,755,24,Visa,Express,2.7
25136,4/11/2024,219,5208,239,15,2,874,26,Apple Pay,Express,4.5
25137,9/7/2024,310,8944,285,6,4,638,11,Visa,Same Day,2.7
25138,6/10/2023,72,7548,45,11,1,533,25,Cash On Delivery,Express,4.2
25139,4/27/2023,408,1324,228,4,3,504,28,Cash On Delivery,Same Day,4.1
25140,5/11/2024,276,1085,7,9,4,643,30,Apple Pay,Same Day,3.2
25141,5/10/2024,485,3199,147,15,2,452,5,Apple Pay,Express,3.9
25142,10/14/2023,454,6408,113,4,4,418,9,Mada,Standard,3
25143,2/25/2023,218,2262,220,11,1,558,2,Cash On Delivery,Standard,3.7
25144,12/4/2024,455,8314,217,19,4,353,12,Mada,Express,3.6
25145,12/21/2024,315,1920,264,16,1,442,3,Apple Pay,Same Day,3.9
25146,3/3/2023,286,2110,103,18,3,492,26,Mada,Standard,4.6
25147,2/2/2024,75,7963,62,8,3,668,15,Cash On Delivery,Standard,2.7
25148,5/19/2023,404,3245,120,12,2,850,17,Cash On Delivery,Same Day,3.8
25149,1/11/2023,62,4838,87,5,5,512,10,Mada,Express,4.4
25150,10/12/2024,65,1423,2,19,1,477,20,Visa,Standard,3
25151,7/6/2024,474,8260,82,15,4,661,18,Mada,Express,3.6
25152,5/31/2024,41,5897,84,20,4,250,9,Cash On Delivery,Same Day,3.2
25153,3/3/2023,329,7913,191,12,2,762,13,Apple Pay,Standard,4.5
25154,11/21/2023,319,1360,98,18,4,566,1,Apple Pay,Same Day,3.9
25155,3/3/2023,327,479,135,11,1,464,11,Apple Pay,Express,3.9
25156,2/20/2024,442,2414,207,4,4,305,0,Visa,Standard,3.1
25157,9/11/2024,103,3491,86,9,1,465,23,Visa,Standard,3.5
25158,12/18/2024,411,2198,290,20,1,284,1,Visa,Standard,3.2
25159,9/3/2024,325,8125,222,8,2,352,21,Apple Pay,Standard,3.4
25160,1/31/2024,204,1486,104,14,2,738,30,Apple Pay,Same Day,2.8
25161,4/26/2024,467,8394,215,5,4,319,14,Mada,Same Day,4.8
25162,4/13/2024,80,2040,257,16,2,733,16,Cash On Delivery,Same Day,4.6
25163,11/17/2024,127,2400,243,3,3,659,10,Cash On Delivery,Same Day,3.5
25164,7/4/2024,245,9178,81,3,2,765,23,Visa,Standard,2.8
25165,9/13/2023,284,4653,27,18,1,163,28,Apple Pay,Express,3.7
25166,9/3/2024,35,6763,219,5,3,481,1,Visa,Same Day,3.9
25167,3/31/2024,183,3458,18,11,5,559,29,Mada,Standard,4.1
25168,4/27/2025,409,3984,23,8,4,684,14,Cash On Delivery,Standard,3.1
25169,1/12/2024,397,1977,224,1,3,591,4,Apple Pay,Express,2.8
25170,8/2/2024,66,7039,152,15,4,712,0,Cash On Delivery,Express,3.7
25171,8/10/2024,487,8180,238,4,5,703,12,Visa,Standard,4.7
25172,3/24/2023,31,9545,271,4,4,366,30,Mada,Express,4
25173,3/8/2023,79,4982,200,9,4,391,3,Visa,Standard,4.4
25174,6/19/2023,55,3771,43,18,1,465,16,Cash On Delivery,Standard,3.2
25175,12/5/2023,69,1415,66,4,5,674,30,Apple Pay,Standard,2.7
25176,3/17/2024,63,9839,197,8,3,554,29,Visa,Standard,2.9
25177,11/26/2024,136,1910,95,19,2,602,28,Apple Pay,Express,2.6
25178,1/20/2023,472,8770,90,20,2,420,24,Apple Pay,Same Day,2.5
25179,12/8/2023,433,7821,12,17,1,252,23,Mada,Same Day,2.9
25180,7/23/2024,470,5030,77,19,1,630,9,Mada,Express,2.8
25181,7/28/2024,384,4092,76,3,4,417,0,Apple Pay,Express,3.9
25182,9/5/2023,23,3066,206,19,1,460,6,Mada,Same Day,3.9
25183,8/24/2024,279,1561,50,2,5,564,12,Apple Pay,Standard,4.8
25184,2/8/2025,105,6167,50,14,5,578,19,Cash On Delivery,Standard,4.5
25185,3/9/2025,386,1839,112,15,3,821,13,Visa,Standard,4.5
25186,8/25/2023,117,5923,183,18,4,697,30,Visa,Standard,3.4
25187,12/19/2023,248,9198,210,10,2,823,6,Cash On Delivery,Same Day,4.3
25188,12/7/2024,439,4167,232,5,5,666,16,Apple Pay,Standard,4.7
25189,10/19/2024,138,936,234,20,3,678,17,Visa,Standard,4.8
25190,12/12/2023,219,247,85,16,5,874,30,Cash On Delivery,Standard,4.2
25191,7/20/2024,350,5342,215,1,5,743,16,Apple Pay,Express,4.8
25192,2/22/2025,375,4257,263,9,3,483,1,Mada,Express,3.3
25193,7/21/2023,102,1797,286,14,1,433,6,Visa,Same Day,2.8
25194,6/8/2024,178,1513,232,8,1,668,2,Visa,Standard,2.5
25195,3/10/2024,90,9345,95,10,5,322,12,Visa,Standard,2.6
25196,5/4/2024,235,6213,287,3,1,763,23,Apple Pay,Same Day,2.7
25197,1/11/2023,371,6706,265,17,1,676,7,Cash On Delivery,Express,3.6
25198,1/22/2025,81,2126,14,15,4,549,24,Mada,Express,2.8
25199,1/28/2024,7,8195,183,18,1,700,26,Mada,Same Day,4.1
25200,3/4/2024,292,357,11,1,3,448,18,Visa,Express,3.5
25201,2/11/2025,308,6074,130,8,2,418,28,Mada,Express,4.5
25202,9/22/2023,274,6519,222,4,3,418,21,Visa,Standard,2.6
25203,1/11/2024,11,6536,186,6,2,742,2,Cash On Delivery,Same Day,4.9
25204,10/12/2023,7,2658,184,5,4,700,20,Cash On Delivery,Standard,3.7
25205,6/21/2024,447,198,37,20,3,237,15,Cash On Delivery,Express,4.8
25206,2/27/2024,195,9416,257,10,2,233,2,Cash On Delivery,Standard,3.8
25207,1/11/2023,91,7537,134,11,3,636,9,Visa,Standard,2.8
25208,7/11/2023,23,9397,261,9,4,460,12,Cash On Delivery,Same Day,5
25209,12/24/2023,118,288,2,4,2,755,23,Visa,Standard,3.3
25210,3/17/2024,369,7589,113,16,4,693,16,Mada,Express,5
25211,11/29/2024,128,7755,252,16,4,369,5,Mada,Express,3.2
25212,3/31/2023,332,8095,145,14,2,465,25,Apple Pay,Express,3.6
25213,3/9/2024,4,8062,149,14,5,544,22,Visa,Express,4.1
25214,2/16/2023,443,3440,125,20,5,641,14,Cash On Delivery,Express,4.1
25215,12/1/2024,194,138,121,4,5,514,14,Mada,Express,3.5
25216,1/16/2024,217,1234,239,16,4,364,8,Apple Pay,Standard,4.4
25217,10/13/2024,95,4983,202,1,3,669,23,Apple Pay,Express,4.1
25218,9/18/2023,157,1959,242,13,4,744,3,Mada,Express,3.6
25219,11/29/2024,316,7126,52,1,1,785,17,Cash On Delivery,Express,2.6
25220,12/11/2023,232,9618,224,17,3,600,11,Visa,Same Day,4.4
25221,12/16/2024,179,9671,2,18,2,648,12,Apple Pay,Same Day,3.3
25222,5/21/2023,45,4173,123,14,4,624,8,Mada,Express,3.4
25223,11/10/2023,355,4655,216,19,4,287,2,Visa,Same Day,4.3
25224,12/10/2024,324,3695,103,12,1,442,6,Apple Pay,Same Day,4.5
25225,4/4/2024,420,139,204,3,4,724,23,Apple Pay,Same Day,2.9
25226,12/6/2024,377,1727,159,11,4,613,22,Visa,Standard,4.4
25227,2/2/2023,102,3077,142,13,4,433,29,Visa,Express,2.8
25228,7/18/2024,167,5217,57,20,2,457,5,Visa,Express,4
25229,2/14/2023,72,3773,151,14,5,533,21,Mada,Standard,4.5
25230,10/24/2023,254,6513,93,6,2,413,1,Cash On Delivery,Same Day,2.5
25231,10/18/2023,421,2576,91,16,2,512,13,Mada,Standard,4.6
25232,7/14/2024,499,9501,293,14,3,841,20,Mada,Same Day,3.9
25233,3/5/2025,188,9216,184,5,3,419,30,Mada,Standard,2.6
25234,6/3/2023,192,3719,192,18,5,605,1,Apple Pay,Standard,3.8
25235,8/13/2024,168,4025,276,14,3,755,25,Mada,Same Day,3
25236,2/9/2024,88,9023,217,20,3,388,7,Visa,Standard,5
25237,7/20/2023,195,1195,17,19,5,233,0,Cash On Delivery,Express,2.8
25238,10/16/2023,123,19,33,9,2,554,23,Mada,Express,3.3
25239,7/24/2024,84,1060,25,9,1,593,7,Apple Pay,Same Day,4.2
25240,9/28/2024,133,7537,53,11,2,729,6,Visa,Same Day,3.5
25241,2/5/2025,425,8816,200,12,1,645,5,Mada,Express,3.2
25242,5/18/2024,222,210,165,1,2,641,16,Cash On Delivery,Express,3.4
25243,8/18/2024,151,8493,265,5,2,456,3,Mada,Express,5
25244,1/12/2023,452,3113,272,5,1,448,4,Visa,Express,3
25245,6/20/2024,169,6919,264,18,5,558,13,Visa,Same Day,2.7
25246,1/25/2023,208,5392,193,18,3,283,12,Visa,Express,2.7
25247,3/25/2025,487,8833,192,5,4,703,9,Cash On Delivery,Same Day,4.1
25248,5/31/2023,248,9515,255,6,5,823,10,Cash On Delivery,Standard,3.5
25249,6/1/2023,315,2193,24,19,5,442,13,Visa,Standard,4
25250,11/18/2024,388,5484,40,1,4,725,24,Mada,Same Day,4
25251,2/29/2024,56,7181,202,2,4,879,26,Cash On Delivery,Same Day,2.5
25252,8/6/2024,454,1339,212,13,3,418,6,Visa,Standard,2.7
25253,11/15/2024,458,2094,142,15,2,179,28,Apple Pay,Express,4.2
25254,4/9/2025,71,9962,45,17,3,358,30,Mada,Express,3.2
25255,3/24/2024,344,6237,159,20,5,559,21,Mada,Same Day,2.6
25256,1/24/2024,374,5071,164,3,1,554,20,Visa,Same Day,2.6
25257,2/29/2024,193,9382,218,3,4,440,7,Visa,Standard,3
25258,1/17/2024,407,7788,146,11,3,287,3,Mada,Same Day,4
25259,10/18/2024,93,7663,158,2,1,187,10,Cash On Delivery,Standard,3.5
25260,8/22/2023,465,5323,35,6,5,643,0,Mada,Express,4.7
25261,10/27/2024,393,7656,104,16,2,791,2,Visa,Standard,4.7
25262,10/12/2023,102,5812,32,19,1,433,4,Mada,Express,3.9
25263,3/6/2023,223,4416,282,5,5,204,15,Apple Pay,Express,3
25264,12/30/2024,309,2813,160,11,4,405,19,Cash On Delivery,Standard,3.6
25265,11/8/2023,499,4858,87,15,5,841,24,Cash On Delivery,Same Day,4.2
25266,8/18/2024,380,8720,116,9,5,798,10,Mada,Same Day,4.9
25267,5/15/2023,313,7774,81,17,4,386,16,Cash On Delivery,Standard,3.6
25268,2/12/2025,409,3187,264,13,2,684,6,Visa,Express,4.7
25269,9/26/2024,311,8724,256,6,5,785,11,Mada,Express,4.6
25270,7/14/2023,94,7061,169,10,5,410,30,Cash On Delivery,Standard,3.2
25271,4/4/2024,202,9605,172,13,3,366,19,Visa,Same Day,4.4
25272,12/13/2023,227,4268,60,8,2,520,14,Apple Pay,Express,2.9
25273,7/13/2024,291,606,128,14,2,465,23,Mada,Express,4.7
25274,2/7/2024,258,4160,291,1,1,460,5,Apple Pay,Same Day,4.5
25275,11/29/2024,53,9584,74,3,1,667,18,Mada,Standard,4.4
25276,7/16/2023,71,6365,294,13,2,358,2,Visa,Standard,3.9
25277,11/14/2023,477,9294,86,13,1,350,4,Apple Pay,Standard,4.8
25278,7/30/2024,81,3691,294,19,5,549,5,Mada,Express,3.5
25279,3/17/2023,429,9217,81,7,4,597,27,Visa,Express,4.5
25280,12/10/2023,176,8081,210,4,5,607,26,Visa,Express,3.1
25281,6/21/2024,382,8393,237,12,1,494,17,Apple Pay,Standard,3.6
25282,11/22/2024,54,80,285,9,5,337,6,Visa,Standard,3.7
25283,5/4/2023,162,1364,43,10,5,481,16,Cash On Delivery,Same Day,4.4
25284,2/15/2023,327,2310,275,5,4,464,27,Visa,Same Day,4.8
25285,2/7/2025,473,1805,156,3,2,572,11,Visa,Express,3.4
25286,2/6/2023,352,6217,179,20,1,717,23,Visa,Same Day,2.9
25287,1/7/2023,149,2170,67,15,4,615,3,Apple Pay,Same Day,3
25288,9/19/2024,403,6681,234,11,5,351,11,Apple Pay,Standard,3
25289,7/27/2024,409,9459,15,1,3,684,2,Visa,Same Day,4.4
25290,10/26/2024,139,103,251,20,3,625,17,Visa,Standard,3.4
25291,7/27/2023,493,800,5,11,1,682,18,Apple Pay,Same Day,2.9
25292,4/27/2024,361,1430,38,1,5,746,28,Visa,Standard,4.3
25293,4/1/2023,137,206,1,1,4,247,24,Mada,Express,4.2
25294,3/15/2023,163,8246,299,9,3,554,6,Cash On Delivery,Same Day,3.3
25295,2/25/2023,221,2831,223,15,1,490,28,Apple Pay,Same Day,4.2
25296,8/19/2024,243,8802,157,15,3,329,10,Mada,Express,3.7
25297,7/13/2024,230,7188,82,1,2,199,25,Apple Pay,Same Day,4.1
25298,3/19/2024,262,7618,184,13,2,639,27,Apple Pay,Same Day,2.8
25299,10/6/2024,487,3581,160,20,5,703,10,Cash On Delivery,Standard,4
25300,4/28/2024,337,6062,202,8,1,715,10,Visa,Express,3.1
25301,4/12/2024,433,8684,5,8,3,252,10,Visa,Standard,3.4
25302,7/29/2024,141,3234,158,15,4,545,30,Visa,Same Day,3
25303,5/6/2023,135,5076,238,1,4,684,12,Mada,Same Day,3.8
25304,10/6/2023,402,2549,173,6,3,552,14,Apple Pay,Same Day,3.3
25305,4/16/2024,24,9502,141,12,3,804,10,Visa,Express,3.5
25306,8/24/2023,60,4264,143,15,2,328,13,Visa,Express,3.6
25307,8/10/2024,297,5099,241,2,5,650,18,Visa,Express,3.9
25308,11/5/2024,35,706,170,2,5,481,21,Mada,Express,3.3
25309,1/12/2025,35,2075,42,4,5,481,23,Visa,Express,3.7
25310,11/6/2024,134,7690,33,11,1,419,3,Visa,Standard,4
25311,7/5/2023,443,3884,159,13,3,641,26,Cash On Delivery,Express,3
25312,4/29/2025,136,8576,167,12,1,602,5,Cash On Delivery,Same Day,4.8
25313,9/2/2023,294,1411,284,15,3,356,5,Mada,Standard,2.9
25314,4/6/2023,394,2839,233,12,4,724,16,Mada,Same Day,3.6
25315,1/14/2025,474,803,95,15,2,661,20,Mada,Same Day,4.4
25316,11/1/2023,279,1149,142,19,3,564,8,Mada,Same Day,4.9
25317,1/22/2025,94,6172,41,8,4,410,24,Cash On Delivery,Standard,3.9
25318,9/26/2024,231,5986,33,4,3,455,7,Mada,Standard,2.9
25319,1/6/2024,125,8322,85,15,2,365,19,Mada,Standard,4.6
25320,6/22/2023,297,1505,218,15,4,650,27,Cash On Delivery,Express,4.5
25321,2/10/2023,271,2772,105,9,5,699,7,Cash On Delivery,Express,4.8
25322,3/26/2025,29,9190,189,2,2,835,22,Apple Pay,Standard,3.9
25323,11/16/2023,126,2002,173,4,5,713,23,Apple Pay,Express,4
25324,3/21/2023,82,4125,71,14,2,325,20,Visa,Standard,2.6
25325,7/15/2023,249,6070,7,16,1,740,16,Mada,Same Day,4.1
25326,12/31/2023,318,8205,30,13,4,383,17,Cash On Delivery,Standard,3.3
25327,2/10/2024,48,6868,285,3,3,393,20,Visa,Express,3.5
25328,10/20/2024,62,9777,236,2,4,512,29,Mada,Standard,3.4
25329,11/21/2023,194,5340,253,19,1,514,13,Visa,Express,4.6
25330,3/28/2024,105,3491,49,14,5,578,6,Visa,Same Day,2.6
25331,8/9/2024,73,7904,45,4,2,694,20,Mada,Standard,3.8
25332,11/12/2024,171,8989,18,7,5,407,6,Visa,Express,4.6
25333,3/5/2024,401,3342,128,12,4,351,12,Visa,Express,4.6
25334,7/18/2023,285,8000,172,14,2,459,8,Visa,Standard,3.5
25335,9/27/2023,29,9148,299,14,3,835,0,Cash On Delivery,Express,4.6
25336,2/1/2025,150,7183,26,7,5,404,23,Cash On Delivery,Same Day,3.1
25337,10/26/2023,110,1192,247,3,5,166,23,Apple Pay,Standard,4.2
25338,3/31/2025,477,7736,124,5,3,350,9,Apple Pay,Express,2.9
25339,1/14/2023,432,1697,3,14,5,606,23,Mada,Same Day,3.9
25340,6/13/2023,410,5036,131,6,1,783,24,Apple Pay,Same Day,2.7
25341,6/14/2024,427,2201,215,4,5,197,19,Mada,Standard,4.3
25342,11/17/2024,460,5831,168,13,5,288,9,Visa,Standard,4
25343,12/3/2024,358,2561,237,18,5,663,17,Apple Pay,Express,4.8
25344,5/19/2024,9,6838,122,17,2,368,26,Apple Pay,Express,3.8
25345,1/7/2025,232,331,35,14,2,600,27,Apple Pay,Same Day,4.2
25346,3/5/2024,158,9206,72,13,1,678,28,Visa,Standard,4.7
25347,3/9/2024,133,2139,142,19,2,729,16,Apple Pay,Standard,3
25348,2/29/2024,100,2602,31,19,5,566,4,Mada,Same Day,4.4
25349,2/12/2024,342,7207,188,15,4,637,3,Mada,Same Day,4.7
25350,1/23/2023,124,3780,134,19,3,343,25,Apple Pay,Same Day,4.8
25351,6/13/2024,126,2788,52,18,2,713,29,Cash On Delivery,Express,4.7
25352,12/20/2024,351,3621,165,2,1,277,11,Visa,Same Day,5
25353,7/17/2023,334,7967,63,5,2,655,16,Visa,Same Day,4.2
25354,1/31/2023,325,7395,70,14,3,352,21,Apple Pay,Express,3.9
25355,10/15/2023,179,2369,151,12,2,648,8,Mada,Same Day,4.1
25356,3/16/2025,373,2698,115,2,2,337,14,Visa,Same Day,4.7
25357,3/24/2025,210,618,42,8,1,299,7,Cash On Delivery,Express,3
25358,1/23/2024,362,3003,208,13,2,488,2,Cash On Delivery,Same Day,4.1
25359,1/27/2023,79,800,29,11,5,391,2,Mada,Same Day,3.8
25360,12/10/2023,346,4743,148,18,2,376,10,Mada,Express,4.5
25361,10/5/2024,443,4061,120,8,3,641,12,Apple Pay,Express,3.3
25362,2/25/2024,339,2064,235,2,1,813,23,Apple Pay,Express,2.7
25363,12/5/2023,498,9231,292,9,4,596,11,Visa,Same Day,4.1
25364,4/13/2023,241,5855,51,18,3,623,3,Cash On Delivery,Standard,3.9
25365,8/6/2024,401,9157,111,14,3,351,16,Apple Pay,Standard,3.9
25366,9/15/2023,241,8316,89,9,2,623,27,Mada,Express,3
25367,1/6/2024,483,3410,209,9,5,619,27,Mada,Express,3.4
25368,12/23/2023,58,7589,224,17,2,337,28,Cash On Delivery,Standard,3.4
25369,4/26/2024,266,187,195,3,2,581,2,Mada,Standard,4.7
25370,7/30/2023,412,4863,73,1,4,481,29,Apple Pay,Express,4.9
25371,8/29/2023,340,5152,249,11,2,793,3,Mada,Express,2.7
25372,1/16/2023,249,1776,234,12,5,740,19,Visa,Standard,3.9
25373,6/21/2024,134,5225,77,12,1,419,13,Visa,Standard,2.7
25374,10/20/2023,162,6966,30,12,3,481,26,Visa,Same Day,4.6
25375,4/2/2023,274,6036,131,4,3,418,27,Visa,Express,4.2
25376,4/14/2025,130,9964,257,4,3,747,20,Apple Pay,Express,3
25377,1/19/2025,52,9022,152,9,2,741,24,Visa,Same Day,2.8
25378,4/24/2025,429,7481,251,19,2,597,5,Cash On Delivery,Same Day,4.5
25379,7/5/2023,332,5654,246,17,1,465,8,Apple Pay,Same Day,3.5
25380,3/22/2023,261,3593,182,14,5,599,2,Apple Pay,Same Day,4.7
25381,12/11/2023,457,7039,261,15,3,690,18,Apple Pay,Express,3.3
25382,9/9/2024,221,9484,50,5,5,490,6,Apple Pay,Standard,2.8
25383,2/18/2023,326,7988,225,13,2,688,4,Mada,Express,3.2
25384,4/13/2024,260,733,156,12,5,287,1,Visa,Same Day,3.3
25385,9/12/2023,466,6144,243,20,5,457,24,Mada,Standard,2.9
25386,7/22/2024,290,6126,17,1,5,236,9,Mada,Same Day,4.5
25387,4/12/2025,473,9886,205,13,2,572,14,Mada,Same Day,5
25388,2/10/2023,214,1968,295,15,2,657,27,Cash On Delivery,Same Day,2.7
25389,5/18/2023,147,6667,215,19,1,446,4,Mada,Same Day,4.2
25390,10/29/2024,329,4128,69,5,2,762,0,Apple Pay,Same Day,4.3
25391,10/5/2024,22,7721,293,17,5,647,11,Mada,Same Day,4.6
25392,3/25/2023,337,7455,11,16,3,715,1,Mada,Standard,2.9
25393,10/31/2024,178,7907,249,12,4,668,23,Mada,Standard,3.1
25394,11/21/2024,16,5330,116,3,1,281,19,Cash On Delivery,Express,4.8
25395,3/27/2023,293,9836,46,20,3,316,9,Mada,Express,2.9
25396,2/9/2025,353,8282,163,6,2,442,8,Cash On Delivery,Same Day,4
25397,1/11/2023,308,3550,287,5,4,418,3,Mada,Same Day,3.6
25398,4/6/2023,82,9213,190,18,3,325,11,Cash On Delivery,Express,2.9
25399,6/10/2023,71,5454,55,15,3,358,22,Cash On Delivery,Same Day,3.6
25400,11/23/2023,216,9065,157,20,4,285,18,Mada,Same Day,2.5
25401,11/23/2024,72,9753,217,18,5,533,0,Mada,Standard,4.3
25402,12/4/2023,134,5319,155,3,3,419,28,Apple Pay,Express,3.4
25403,1/7/2025,471,1630,56,11,1,704,12,Mada,Express,3.9
25404,9/30/2023,308,7869,101,7,1,418,13,Cash On Delivery,Standard,4
25405,4/5/2024,320,1893,250,8,1,420,17,Cash On Delivery,Standard,4.6
25406,1/9/2024,341,8705,110,9,5,674,26,Mada,Same Day,4.4
25407,9/4/2023,111,2929,5,19,3,320,30,Visa,Standard,3.4
25408,3/15/2025,345,8848,25,9,3,341,12,Mada,Same Day,2.7
25409,5/14/2023,155,4228,175,1,2,781,29,Apple Pay,Same Day,4.3
25410,4/23/2024,115,4835,110,3,4,323,29,Cash On Delivery,Same Day,3.2
25411,7/15/2023,404,6531,50,9,1,850,3,Cash On Delivery,Same Day,4.9
25412,4/20/2025,18,1856,249,5,1,744,18,Cash On Delivery,Same Day,4
25413,5/6/2023,333,2675,10,17,4,830,3,Visa,Express,2.7
25414,12/12/2023,53,3630,156,9,5,667,29,Apple Pay,Standard,4.1
25415,3/25/2023,358,7673,194,5,4,663,21,Apple Pay,Same Day,3.3
25416,7/4/2023,98,7236,293,20,3,424,2,Mada,Same Day,2.7
25417,12/30/2023,43,6340,108,2,2,245,15,Visa,Express,4.9
25418,5/9/2024,282,3256,135,19,1,607,29,Visa,Standard,3
25419,3/5/2023,479,1933,213,8,4,553,0,Cash On Delivery,Same Day,3
25420,5/10/2024,430,7305,59,3,1,460,11,Apple Pay,Express,4.5
25421,1/15/2025,147,7725,257,18,3,446,20,Cash On Delivery,Standard,4.8
25422,6/14/2023,273,4651,160,3,4,605,26,Mada,Standard,4.2
25423,3/1/2024,165,4292,218,20,2,552,5,Visa,Standard,5
25424,6/26/2024,196,5805,4,2,5,537,3,Visa,Standard,4.6
25425,10/4/2024,184,3109,234,19,2,659,19,Mada,Standard,4.9
25426,4/18/2023,446,9881,98,12,1,754,16,Cash On Delivery,Express,4.2
25427,10/11/2024,281,1553,196,17,4,645,3,Visa,Same Day,3.4
25428,3/25/2023,140,4501,22,17,2,340,3,Apple Pay,Express,2.9
25429,10/16/2023,233,8619,2,14,4,307,4,Visa,Express,2.7
25430,11/29/2024,415,9022,256,7,2,715,19,Mada,Same Day,3.5
25431,9/21/2023,287,8111,66,9,5,482,23,Mada,Express,2.9
25432,8/8/2024,436,8803,97,14,5,599,22,Mada,Express,4.2
25433,7/15/2024,17,5675,210,18,3,714,30,Visa,Express,3.4
25434,6/19/2024,14,996,258,14,3,630,5,Mada,Same Day,3.2
25435,2/2/2025,286,8136,172,20,2,492,15,Cash On Delivery,Express,3.6
25436,1/31/2025,166,7743,161,6,2,170,9,Visa,Express,3.5
25437,4/6/2025,406,6876,190,20,2,621,5,Cash On Delivery,Same Day,4.3
25438,1/21/2025,341,7450,186,19,1,674,21,Apple Pay,Standard,3.1
25439,11/4/2023,463,6835,8,9,1,686,3,Mada,Same Day,3
25440,10/31/2024,373,6574,146,7,3,337,10,Cash On Delivery,Same Day,4.2
25441,11/3/2024,495,1958,237,16,1,438,27,Apple Pay,Standard,2.9
25442,11/11/2024,193,7574,238,17,1,440,20,Apple Pay,Standard,4.2
25443,12/6/2024,61,4103,229,9,4,692,26,Cash On Delivery,Standard,3.7
25444,5/19/2023,472,4201,10,17,4,420,29,Visa,Same Day,2.9
25445,3/13/2025,90,9465,210,5,1,322,11,Apple Pay,Express,3.9
25446,3/4/2025,302,1770,117,20,3,465,13,Visa,Same Day,3.2
25447,3/15/2024,238,292,87,9,3,424,18,Mada,Standard,3.9
25448,4/16/2024,62,8415,97,6,1,512,16,Visa,Same Day,2.7
25449,4/29/2024,468,1955,101,5,2,518,17,Visa,Standard,2.7
25450,6/5/2024,234,3186,146,20,4,703,10,Visa,Same Day,4.9
25451,5/19/2023,376,5349,257,19,5,676,16,Mada,Standard,3.3
25452,2/26/2023,368,96,270,6,5,431,8,Cash On Delivery,Express,2.9
25453,8/23/2024,137,6338,28,20,2,247,10,Cash On Delivery,Express,2.7
25454,4/19/2025,382,6399,230,17,3,494,25,Cash On Delivery,Standard,4
25455,6/26/2024,348,8823,198,11,1,763,25,Cash On Delivery,Express,3.6
25456,12/12/2024,42,8419,165,17,4,668,18,Apple Pay,Standard,3.9
25457,4/28/2023,150,1483,96,6,4,404,23,Apple Pay,Standard,3
25458,2/3/2023,235,404,119,15,3,763,4,Cash On Delivery,Express,4.8
25459,7/6/2024,7,6003,92,19,4,700,13,Visa,Express,3.2
25460,2/27/2024,32,9689,252,1,2,583,0,Apple Pay,Standard,4.1
25461,3/31/2024,134,5653,253,17,3,419,7,Cash On Delivery,Same Day,3.3
25462,8/25/2024,439,6005,55,19,3,666,19,Cash On Delivery,Express,4.7
25463,8/16/2023,458,1287,152,5,1,179,7,Apple Pay,Same Day,2.9
25464,2/8/2023,460,4814,64,11,5,288,23,Apple Pay,Same Day,2.8
25465,12/21/2023,122,9182,29,9,5,391,6,Visa,Standard,4.4
25466,1/28/2024,366,6649,14,8,2,564,17,Mada,Same Day,3.9
25467,3/13/2025,381,3466,194,5,4,805,0,Mada,Express,3.6
25468,5/9/2023,13,7659,289,13,4,590,30,Apple Pay,Express,4.3
25469,1/10/2023,424,464,60,11,4,597,16,Apple Pay,Express,4.7
25470,5/27/2023,305,3032,78,10,2,307,30,Apple Pay,Standard,4.3
25471,4/27/2023,68,1389,117,16,5,595,29,Mada,Standard,2.6
25472,1/22/2023,412,3803,61,9,3,481,10,Mada,Standard,2.6
25473,8/11/2024,7,6572,279,12,5,700,3,Apple Pay,Express,3.9
25474,12/8/2024,465,8737,282,9,4,643,2,Visa,Express,5
25475,10/21/2024,150,3947,75,2,5,404,10,Mada,Standard,4.2
25476,9/3/2023,253,4195,279,20,1,605,3,Mada,Standard,4.1
25477,12/15/2023,11,9924,289,2,3,742,25,Visa,Same Day,3.9
25478,1/13/2023,333,8863,234,20,1,830,21,Apple Pay,Same Day,4.4
25479,11/19/2024,218,9925,247,6,2,558,15,Mada,Standard,4.1
25480,1/6/2023,17,1498,296,1,3,714,27,Visa,Express,4.9
25481,8/15/2024,160,4292,291,6,3,604,9,Visa,Same Day,3
25482,1/19/2023,484,9957,208,4,4,669,7,Mada,Same Day,4.9
25483,12/18/2024,476,502,263,4,1,684,4,Apple Pay,Standard,2.7
25484,5/6/2023,169,4194,207,12,3,558,5,Cash On Delivery,Standard,4.4
25485,3/12/2024,256,1123,275,12,1,546,24,Apple Pay,Same Day,2.9
25486,4/14/2025,348,1568,290,2,3,763,18,Visa,Express,3.9
25487,8/23/2024,417,501,45,13,4,729,16,Cash On Delivery,Express,3
25488,9/1/2023,38,1088,269,14,4,444,7,Apple Pay,Standard,4.2
25489,6/27/2024,208,417,92,2,3,283,24,Cash On Delivery,Express,3
25490,10/11/2023,393,2950,283,8,4,791,30,Cash On Delivery,Standard,4.3
25491,4/2/2023,442,9581,4,17,1,305,25,Mada,Express,4.8
25492,10/14/2024,68,7799,132,3,1,595,4,Apple Pay,Same Day,3.1
25493,10/3/2024,288,7582,118,5,2,311,20,Visa,Express,4.4
25494,8/31/2023,353,6135,243,8,3,442,0,Apple Pay,Standard,4.2
25495,10/29/2024,438,1370,24,6,1,607,26,Cash On Delivery,Express,3.4
25496,7/9/2023,46,422,58,4,3,666,14,Visa,Express,3.5
